,b,k1,hits@10,hits@5,hits@3,hits@1
0,0.0,0.0,0.8315217391304348,0.7228260869565217,0.6086956521739131,0.41847826086956524
1,0.0,0.1,0.8858695652173914,0.8260869565217391,0.7391304347826086,0.5217391304347826
2,0.0,0.2,0.8913043478260869,0.8315217391304348,0.75,0.5434782608695652
3,0.0,0.30000000000000004,0.8967391304347826,0.8260869565217391,0.7554347826086957,0.5489130434782609
4,0.0,0.4,0.907608695652174,0.8260869565217391,0.7608695652173914,0.5489130434782609
5,0.0,0.5,0.9184782608695652,0.8260869565217391,0.7663043478260869,0.5489130434782609
6,0.0,0.6000000000000001,0.9184782608695652,0.8315217391304348,0.7717391304347826,0.5652173913043478
7,0.0,0.7000000000000001,0.9239130434782609,0.8260869565217391,0.7771739130434783,0.5652173913043478
8,0.0,0.8,0.9293478260869565,0.8315217391304348,0.7771739130434783,0.5706521739130435
9,0.0,0.9,0.9293478260869565,0.8315217391304348,0.782608695652174,0.5652173913043478
10,0.0,1.0,0.9293478260869565,0.8369565217391305,0.782608695652174,0.5652173913043478
11,0.0,1.1,0.9293478260869565,0.842391304347826,0.7880434782608695,0.5652173913043478
12,0.0,1.2000000000000002,0.9347826086956522,0.8478260869565217,0.7934782608695652,0.5597826086956522
13,0.0,1.3,0.9347826086956522,0.8478260869565217,0.7934782608695652,0.5760869565217391
14,0.0,1.4000000000000001,0.9347826086956522,0.8478260869565217,0.7934782608695652,0.5706521739130435
15,0.0,1.5,0.9293478260869565,0.8532608695652174,0.8043478260869565,0.5706521739130435
16,0.0,1.6,0.9293478260869565,0.8586956521739131,0.8043478260869565,0.5760869565217391
17,0.0,1.7000000000000002,0.9347826086956522,0.8641304347826086,0.8043478260869565,0.5760869565217391
18,0.0,1.8,0.9347826086956522,0.8641304347826086,0.8097826086956522,0.5706521739130435
19,0.0,1.9000000000000001,0.9347826086956522,0.8695652173913043,0.8097826086956522,0.5760869565217391
20,0.0,2.0,0.9347826086956522,0.8695652173913043,0.8043478260869565,0.5760869565217391
21,0.0,2.1,0.9347826086956522,0.875,0.7934782608695652,0.5760869565217391
22,0.0,2.2,0.9402173913043478,0.875,0.7934782608695652,0.5706521739130435
23,0.0,2.3000000000000003,0.9402173913043478,0.875,0.7989130434782609,0.5706521739130435
24,0.0,2.4000000000000004,0.9402173913043478,0.875,0.7989130434782609,0.5652173913043478
25,0.0,2.5,0.9402173913043478,0.875,0.7989130434782609,0.5652173913043478
26,0.0,2.6,0.9456521739130435,0.875,0.7989130434782609,0.5706521739130435
27,0.0,2.7,0.9456521739130435,0.875,0.7989130434782609,0.5760869565217391
28,0.0,2.8000000000000003,0.9456521739130435,0.875,0.7989130434782609,0.5760869565217391
29,0.0,2.9000000000000004,0.9456521739130435,0.875,0.7989130434782609,0.5760869565217391
30,0.0,3.0,0.9456521739130435,0.875,0.7934782608695652,0.5815217391304348
31,0.05,0.0,0.8315217391304348,0.7228260869565217,0.6086956521739131,0.41847826086956524
32,0.05,0.1,0.8858695652173914,0.8315217391304348,0.7391304347826086,0.5217391304347826
33,0.05,0.2,0.8913043478260869,0.8369565217391305,0.75,0.5434782608695652
34,0.05,0.30000000000000004,0.8967391304347826,0.8260869565217391,0.7554347826086957,0.5543478260869565
35,0.05,0.4,0.907608695652174,0.8260869565217391,0.7608695652173914,0.5489130434782609
36,0.05,0.5,0.9184782608695652,0.8260869565217391,0.7663043478260869,0.5489130434782609
37,0.05,0.6000000000000001,0.9184782608695652,0.8315217391304348,0.7717391304347826,0.5652173913043478
38,0.05,0.7000000000000001,0.9239130434782609,0.8260869565217391,0.7717391304347826,0.5652173913043478
39,0.05,0.8,0.9293478260869565,0.8315217391304348,0.7771739130434783,0.5706521739130435
40,0.05,0.9,0.9293478260869565,0.8315217391304348,0.7880434782608695,0.5652173913043478
41,0.05,1.0,0.9293478260869565,0.8369565217391305,0.7880434782608695,0.5652173913043478
42,0.05,1.1,0.9293478260869565,0.8369565217391305,0.7880434782608695,0.5652173913043478
43,0.05,1.2000000000000002,0.9347826086956522,0.8478260869565217,0.7934782608695652,0.5597826086956522
44,0.05,1.3,0.9347826086956522,0.8532608695652174,0.7989130434782609,0.5760869565217391
45,0.05,1.4000000000000001,0.9347826086956522,0.8478260869565217,0.7989130434782609,0.5706521739130435
46,0.05,1.5,0.9347826086956522,0.8532608695652174,0.8097826086956522,0.5706521739130435
47,0.05,1.6,0.9293478260869565,0.8532608695652174,0.8152173913043478,0.5706521739130435
48,0.05,1.7000000000000002,0.9293478260869565,0.8641304347826086,0.8152173913043478,0.5760869565217391
49,0.05,1.8,0.9347826086956522,0.8641304347826086,0.8152173913043478,0.5706521739130435
50,0.05,1.9000000000000001,0.9347826086956522,0.8695652173913043,0.8152173913043478,0.5760869565217391
51,0.05,2.0,0.9347826086956522,0.8695652173913043,0.8043478260869565,0.5760869565217391
52,0.05,2.1,0.9347826086956522,0.8695652173913043,0.7989130434782609,0.5760869565217391
53,0.05,2.2,0.9347826086956522,0.875,0.7934782608695652,0.5706521739130435
54,0.05,2.3000000000000003,0.9402173913043478,0.875,0.8043478260869565,0.5706521739130435
55,0.05,2.4000000000000004,0.9402173913043478,0.875,0.8043478260869565,0.5652173913043478
56,0.05,2.5,0.9402173913043478,0.875,0.8043478260869565,0.5760869565217391
57,0.05,2.6,0.9402173913043478,0.875,0.8043478260869565,0.5760869565217391
58,0.05,2.7,0.9456521739130435,0.875,0.8043478260869565,0.5760869565217391
59,0.05,2.8000000000000003,0.9456521739130435,0.875,0.8043478260869565,0.5706521739130435
60,0.05,2.9000000000000004,0.9456521739130435,0.8804347826086957,0.8043478260869565,0.5706521739130435
61,0.05,3.0,0.9456521739130435,0.8804347826086957,0.8043478260869565,0.5760869565217391
62,0.1,0.0,0.8315217391304348,0.7228260869565217,0.6086956521739131,0.41847826086956524
63,0.1,0.1,0.8858695652173914,0.8369565217391305,0.7391304347826086,0.5217391304347826
64,0.1,0.2,0.8913043478260869,0.842391304347826,0.75,0.5434782608695652
65,0.1,0.30000000000000004,0.8967391304347826,0.8369565217391305,0.7554347826086957,0.5543478260869565
66,0.1,0.4,0.907608695652174,0.8315217391304348,0.7608695652173914,0.5489130434782609
67,0.1,0.5,0.9184782608695652,0.8260869565217391,0.7663043478260869,0.5543478260869565
68,0.1,0.6000000000000001,0.9184782608695652,0.8315217391304348,0.7717391304347826,0.5706521739130435
69,0.1,0.7000000000000001,0.9239130434782609,0.8260869565217391,0.7717391304347826,0.5706521739130435
70,0.1,0.8,0.9293478260869565,0.8315217391304348,0.7771739130434783,0.5706521739130435
71,0.1,0.9,0.9293478260869565,0.8315217391304348,0.7880434782608695,0.5706521739130435
72,0.1,1.0,0.9293478260869565,0.8369565217391305,0.7880434782608695,0.5706521739130435
73,0.1,1.1,0.9293478260869565,0.8369565217391305,0.7880434782608695,0.5706521739130435
74,0.1,1.2000000000000002,0.9347826086956522,0.842391304347826,0.7880434782608695,0.5652173913043478
75,0.1,1.3,0.9347826086956522,0.8532608695652174,0.7989130434782609,0.5815217391304348
76,0.1,1.4000000000000001,0.9347826086956522,0.8532608695652174,0.8043478260869565,0.5760869565217391
77,0.1,1.5,0.9347826086956522,0.8532608695652174,0.8097826086956522,0.5760869565217391
78,0.1,1.6,0.9347826086956522,0.8532608695652174,0.8152173913043478,0.5760869565217391
79,0.1,1.7000000000000002,0.9293478260869565,0.8641304347826086,0.8152173913043478,0.5760869565217391
80,0.1,1.8,0.9347826086956522,0.8641304347826086,0.8152173913043478,0.5760869565217391
81,0.1,1.9000000000000001,0.9347826086956522,0.8695652173913043,0.8043478260869565,0.5815217391304348
82,0.1,2.0,0.9347826086956522,0.875,0.8043478260869565,0.5815217391304348
83,0.1,2.1,0.9347826086956522,0.875,0.7934782608695652,0.5815217391304348
84,0.1,2.2,0.9402173913043478,0.8858695652173914,0.7934782608695652,0.5815217391304348
85,0.1,2.3000000000000003,0.9402173913043478,0.8858695652173914,0.7989130434782609,0.5815217391304348
86,0.1,2.4000000000000004,0.9402173913043478,0.8858695652173914,0.8043478260869565,0.5815217391304348
87,0.1,2.5,0.9402173913043478,0.8858695652173914,0.8043478260869565,0.5815217391304348
88,0.1,2.6,0.9402173913043478,0.8858695652173914,0.8043478260869565,0.5815217391304348
89,0.1,2.7,0.9456521739130435,0.8858695652173914,0.8043478260869565,0.5815217391304348
90,0.1,2.8000000000000003,0.9456521739130435,0.8804347826086957,0.8043478260869565,0.5760869565217391
91,0.1,2.9000000000000004,0.9456521739130435,0.8804347826086957,0.8043478260869565,0.5760869565217391
92,0.1,3.0,0.9456521739130435,0.8804347826086957,0.8043478260869565,0.5815217391304348
93,0.15000000000000002,0.0,0.8315217391304348,0.7228260869565217,0.6086956521739131,0.41847826086956524
94,0.15000000000000002,0.1,0.8858695652173914,0.8369565217391305,0.7336956521739131,0.5271739130434783
95,0.15000000000000002,0.2,0.8913043478260869,0.842391304347826,0.75,0.5489130434782609
96,0.15000000000000002,0.30000000000000004,0.8967391304347826,0.8369565217391305,0.7554347826086957,0.5597826086956522
97,0.15000000000000002,0.4,0.907608695652174,0.8369565217391305,0.7608695652173914,0.5543478260869565
98,0.15000000000000002,0.5,0.9184782608695652,0.8315217391304348,0.7608695652173914,0.5597826086956522
99,0.15000000000000002,0.6000000000000001,0.9184782608695652,0.842391304347826,0.7663043478260869,0.5706521739130435
100,0.15000000000000002,0.7000000000000001,0.9239130434782609,0.8369565217391305,0.7663043478260869,0.5706521739130435
101,0.15000000000000002,0.8,0.9293478260869565,0.842391304347826,0.7771739130434783,0.5706521739130435
102,0.15000000000000002,0.9,0.9293478260869565,0.842391304347826,0.782608695652174,0.5706521739130435
103,0.15000000000000002,1.0,0.9293478260869565,0.8478260869565217,0.782608695652174,0.5706521739130435
104,0.15000000000000002,1.1,0.9293478260869565,0.8478260869565217,0.782608695652174,0.5706521739130435
105,0.15000000000000002,1.2000000000000002,0.9347826086956522,0.8586956521739131,0.782608695652174,0.5652173913043478
106,0.15000000000000002,1.3,0.9347826086956522,0.8641304347826086,0.7934782608695652,0.5815217391304348
107,0.15000000000000002,1.4000000000000001,0.9347826086956522,0.8695652173913043,0.8043478260869565,0.5815217391304348
108,0.15000000000000002,1.5,0.9347826086956522,0.8641304347826086,0.8043478260869565,0.5760869565217391
109,0.15000000000000002,1.6,0.9347826086956522,0.8641304347826086,0.8097826086956522,0.5760869565217391
110,0.15000000000000002,1.7000000000000002,0.9347826086956522,0.8641304347826086,0.8043478260869565,0.5760869565217391
111,0.15000000000000002,1.8,0.9293478260869565,0.8641304347826086,0.8043478260869565,0.5760869565217391
112,0.15000000000000002,1.9000000000000001,0.9347826086956522,0.875,0.7989130434782609,0.5815217391304348
113,0.15000000000000002,2.0,0.9347826086956522,0.875,0.7934782608695652,0.5815217391304348
114,0.15000000000000002,2.1,0.9402173913043478,0.875,0.7880434782608695,0.5815217391304348
115,0.15000000000000002,2.2,0.9402173913043478,0.8804347826086957,0.7934782608695652,0.5869565217391305
116,0.15000000000000002,2.3000000000000003,0.9456521739130435,0.8804347826086957,0.7934782608695652,0.5815217391304348
117,0.15000000000000002,2.4000000000000004,0.9456521739130435,0.8804347826086957,0.7989130434782609,0.5869565217391305
118,0.15000000000000002,2.5,0.9456521739130435,0.8804347826086957,0.7989130434782609,0.5869565217391305
119,0.15000000000000002,2.6,0.9510869565217391,0.8804347826086957,0.7989130434782609,0.5815217391304348
120,0.15000000000000002,2.7,0.9510869565217391,0.8804347826086957,0.7989130434782609,0.5815217391304348
121,0.15000000000000002,2.8000000000000003,0.9510869565217391,0.8804347826086957,0.7989130434782609,0.5760869565217391
122,0.15000000000000002,2.9000000000000004,0.9510869565217391,0.8804347826086957,0.7989130434782609,0.5760869565217391
123,0.15000000000000002,3.0,0.9456521739130435,0.8804347826086957,0.7989130434782609,0.5815217391304348
124,0.2,0.0,0.8315217391304348,0.7228260869565217,0.6086956521739131,0.41847826086956524
125,0.2,0.1,0.8913043478260869,0.8369565217391305,0.7445652173913043,0.5217391304347826
126,0.2,0.2,0.8967391304347826,0.842391304347826,0.7554347826086957,0.5434782608695652
127,0.2,0.30000000000000004,0.9021739130434783,0.8369565217391305,0.7608695652173914,0.5597826086956522
128,0.2,0.4,0.9130434782608695,0.8369565217391305,0.7608695652173914,0.5543478260869565
129,0.2,0.5,0.9239130434782609,0.8369565217391305,0.7608695652173914,0.5597826086956522
130,0.2,0.6000000000000001,0.9239130434782609,0.842391304347826,0.7663043478260869,0.5706521739130435
131,0.2,0.7000000000000001,0.9239130434782609,0.8369565217391305,0.7663043478260869,0.5760869565217391
132,0.2,0.8,0.9239130434782609,0.842391304347826,0.7771739130434783,0.5706521739130435
133,0.2,0.9,0.9293478260869565,0.842391304347826,0.782608695652174,0.5706521739130435
134,0.2,1.0,0.9293478260869565,0.8478260869565217,0.782608695652174,0.5706521739130435
135,0.2,1.1,0.9293478260869565,0.8532608695652174,0.782608695652174,0.5706521739130435
136,0.2,1.2000000000000002,0.9347826086956522,0.8586956521739131,0.782608695652174,0.5652173913043478
137,0.2,1.3,0.9347826086956522,0.8695652173913043,0.7934782608695652,0.5815217391304348
138,0.2,1.4000000000000001,0.9347826086956522,0.8695652173913043,0.7989130434782609,0.5815217391304348
139,0.2,1.5,0.9347826086956522,0.8695652173913043,0.8043478260869565,0.5760869565217391
140,0.2,1.6,0.9347826086956522,0.8641304347826086,0.8043478260869565,0.5760869565217391
141,0.2,1.7000000000000002,0.9347826086956522,0.8695652173913043,0.8043478260869565,0.5760869565217391
142,0.2,1.8,0.9347826086956522,0.8641304347826086,0.8043478260869565,0.5760869565217391
143,0.2,1.9000000000000001,0.9347826086956522,0.8695652173913043,0.7989130434782609,0.5760869565217391
144,0.2,2.0,0.9402173913043478,0.875,0.7880434782608695,0.5815217391304348
145,0.2,2.1,0.9402173913043478,0.875,0.7880434782608695,0.5869565217391305
146,0.2,2.2,0.9402173913043478,0.8804347826086957,0.7934782608695652,0.5869565217391305
147,0.2,2.3000000000000003,0.9402173913043478,0.8804347826086957,0.7934782608695652,0.5815217391304348
148,0.2,2.4000000000000004,0.9456521739130435,0.8804347826086957,0.7989130434782609,0.5869565217391305
149,0.2,2.5,0.9456521739130435,0.8804347826086957,0.7989130434782609,0.5869565217391305
150,0.2,2.6,0.9510869565217391,0.8804347826086957,0.7989130434782609,0.5815217391304348
151,0.2,2.7,0.9510869565217391,0.8804347826086957,0.7989130434782609,0.5760869565217391
152,0.2,2.8000000000000003,0.9510869565217391,0.8804347826086957,0.7989130434782609,0.5760869565217391
153,0.2,2.9000000000000004,0.9510869565217391,0.8804347826086957,0.7989130434782609,0.5760869565217391
154,0.2,3.0,0.9510869565217391,0.8804347826086957,0.7989130434782609,0.5815217391304348
155,0.25,0.0,0.8315217391304348,0.7228260869565217,0.6086956521739131,0.41847826086956524
156,0.25,0.1,0.8913043478260869,0.8369565217391305,0.7445652173913043,0.5217391304347826
157,0.25,0.2,0.8967391304347826,0.842391304347826,0.7554347826086957,0.5434782608695652
158,0.25,0.30000000000000004,0.9021739130434783,0.8369565217391305,0.7608695652173914,0.5543478260869565
159,0.25,0.4,0.9130434782608695,0.8369565217391305,0.7717391304347826,0.5489130434782609
160,0.25,0.5,0.9239130434782609,0.8369565217391305,0.7663043478260869,0.5543478260869565
161,0.25,0.6000000000000001,0.9239130434782609,0.842391304347826,0.7717391304347826,0.5652173913043478
162,0.25,0.7000000000000001,0.9293478260869565,0.842391304347826,0.7717391304347826,0.5760869565217391
163,0.25,0.8,0.9293478260869565,0.842391304347826,0.782608695652174,0.5706521739130435
164,0.25,0.9,0.9347826086956522,0.842391304347826,0.7880434782608695,0.5706521739130435
165,0.25,1.0,0.9293478260869565,0.8532608695652174,0.7880434782608695,0.5706521739130435
166,0.25,1.1,0.9293478260869565,0.8532608695652174,0.7880434782608695,0.5706521739130435
167,0.25,1.2000000000000002,0.9347826086956522,0.8586956521739131,0.7934782608695652,0.5652173913043478
168,0.25,1.3,0.9347826086956522,0.8695652173913043,0.7989130434782609,0.5815217391304348
169,0.25,1.4000000000000001,0.9347826086956522,0.8695652173913043,0.8043478260869565,0.5815217391304348
170,0.25,1.5,0.9347826086956522,0.8695652173913043,0.8097826086956522,0.5815217391304348
171,0.25,1.6,0.9347826086956522,0.8641304347826086,0.8097826086956522,0.5760869565217391
172,0.25,1.7000000000000002,0.9347826086956522,0.8641304347826086,0.8097826086956522,0.5760869565217391
173,0.25,1.8,0.9347826086956522,0.875,0.8097826086956522,0.5760869565217391
174,0.25,1.9000000000000001,0.9347826086956522,0.8695652173913043,0.8043478260869565,0.5760869565217391
175,0.25,2.0,0.9402173913043478,0.8695652173913043,0.7934782608695652,0.5869565217391305
176,0.25,2.1,0.9402173913043478,0.8695652173913043,0.7934782608695652,0.5869565217391305
177,0.25,2.2,0.9402173913043478,0.875,0.7989130434782609,0.5869565217391305
178,0.25,2.3000000000000003,0.9402173913043478,0.8804347826086957,0.7989130434782609,0.5869565217391305
179,0.25,2.4000000000000004,0.9402173913043478,0.8804347826086957,0.7989130434782609,0.5869565217391305
180,0.25,2.5,0.9456521739130435,0.8804347826086957,0.7989130434782609,0.5869565217391305
181,0.25,2.6,0.9510869565217391,0.8804347826086957,0.7989130434782609,0.5869565217391305
182,0.25,2.7,0.9510869565217391,0.8804347826086957,0.7989130434782609,0.5760869565217391
183,0.25,2.8000000000000003,0.9510869565217391,0.8804347826086957,0.7989130434782609,0.5760869565217391
184,0.25,2.9000000000000004,0.9510869565217391,0.8804347826086957,0.7989130434782609,0.5815217391304348
185,0.25,3.0,0.9510869565217391,0.8804347826086957,0.7989130434782609,0.5815217391304348
186,0.30000000000000004,0.0,0.8315217391304348,0.7228260869565217,0.6086956521739131,0.41847826086956524
187,0.30000000000000004,0.1,0.8913043478260869,0.8369565217391305,0.7445652173913043,0.5217391304347826
188,0.30000000000000004,0.2,0.8967391304347826,0.842391304347826,0.7554347826086957,0.5434782608695652
189,0.30000000000000004,0.30000000000000004,0.9021739130434783,0.8369565217391305,0.7608695652173914,0.5543478260869565
190,0.30000000000000004,0.4,0.9130434782608695,0.8369565217391305,0.7717391304347826,0.5597826086956522
191,0.30000000000000004,0.5,0.9239130434782609,0.8369565217391305,0.7717391304347826,0.5543478260869565
192,0.30000000000000004,0.6000000000000001,0.9239130434782609,0.842391304347826,0.7717391304347826,0.5652173913043478
193,0.30000000000000004,0.7000000000000001,0.9293478260869565,0.842391304347826,0.7717391304347826,0.5706521739130435
194,0.30000000000000004,0.8,0.9293478260869565,0.842391304347826,0.782608695652174,0.5706521739130435
195,0.30000000000000004,0.9,0.9347826086956522,0.8478260869565217,0.782608695652174,0.5706521739130435
196,0.30000000000000004,1.0,0.9347826086956522,0.8532608695652174,0.782608695652174,0.5706521739130435
197,0.30000000000000004,1.1,0.9402173913043478,0.8532608695652174,0.782608695652174,0.5706521739130435
198,0.30000000000000004,1.2000000000000002,0.9402173913043478,0.8586956521739131,0.7934782608695652,0.5652173913043478
199,0.30000000000000004,1.3,0.9402173913043478,0.8695652173913043,0.7934782608695652,0.5815217391304348
200,0.30000000000000004,1.4000000000000001,0.9402173913043478,0.8695652173913043,0.8043478260869565,0.5815217391304348
201,0.30000000000000004,1.5,0.9402173913043478,0.8641304347826086,0.8097826086956522,0.5815217391304348
202,0.30000000000000004,1.6,0.9402173913043478,0.8695652173913043,0.8097826086956522,0.5760869565217391
203,0.30000000000000004,1.7000000000000002,0.9347826086956522,0.8695652173913043,0.8097826086956522,0.5760869565217391
204,0.30000000000000004,1.8,0.9347826086956522,0.8695652173913043,0.8043478260869565,0.5760869565217391
205,0.30000000000000004,1.9000000000000001,0.9293478260869565,0.8695652173913043,0.7989130434782609,0.5815217391304348
206,0.30000000000000004,2.0,0.9347826086956522,0.8695652173913043,0.7934782608695652,0.5815217391304348
207,0.30000000000000004,2.1,0.9402173913043478,0.8695652173913043,0.7989130434782609,0.5869565217391305
208,0.30000000000000004,2.2,0.9402173913043478,0.875,0.7989130434782609,0.5869565217391305
209,0.30000000000000004,2.3000000000000003,0.9402173913043478,0.8804347826086957,0.7989130434782609,0.592391304347826
210,0.30000000000000004,2.4000000000000004,0.9402173913043478,0.8804347826086957,0.8043478260869565,0.5869565217391305
211,0.30000000000000004,2.5,0.9456521739130435,0.8804347826086957,0.8043478260869565,0.5869565217391305
212,0.30000000000000004,2.6,0.9510869565217391,0.8804347826086957,0.8043478260869565,0.5869565217391305
213,0.30000000000000004,2.7,0.9510869565217391,0.8804347826086957,0.8043478260869565,0.5760869565217391
214,0.30000000000000004,2.8000000000000003,0.9510869565217391,0.8804347826086957,0.8043478260869565,0.5815217391304348
215,0.30000000000000004,2.9000000000000004,0.9510869565217391,0.8804347826086957,0.8043478260869565,0.5815217391304348
216,0.30000000000000004,3.0,0.9510869565217391,0.8804347826086957,0.8043478260869565,0.5815217391304348
217,0.35000000000000003,0.0,0.8315217391304348,0.7228260869565217,0.6086956521739131,0.41847826086956524
